MYG_SHEEP	MYG_SHEEP	100.00	153	0	0	1	153	1	153	1e-87	 307
MYG_SHEEP	MYG_BOVIN	97.39	153	4	0	1	153	1	153	2e-85	 300
MYG_SHEEP	MYG_HORSE	88.89	153	17	0	1	153	1	153	5e-79	 279
MYG_SHEEP	MYG_TUPGL	87.58	153	19	0	1	153	1	153	4e-77	 273
MYG_SHEEP	MYG_INIGE	86.27	153	21	0	1	153	1	153	2e-76	 270
MYG_SHEEP	MYG_PANTR	85.62	153	22	0	1	153	1	153	6e-76	 268
MYG_SHEEP	MYG_PHOPH	84.97	153	23	0	1	153	1	153	8e-76	 268
MYG_SHEEP	MYG_LUTLU	84.97	153	23	0	1	153	1	153	1e-75	 268
MYG_SHEEP	MYG_ORCOR	84.31	153	24	0	1	153	1	153	1e-75	 267
MYG_SHEEP	MYG_PAPAN	84.97	153	23	0	1	153	1	153	3e-75	 266
MYG_SHEEP	MYG_MELME	85.62	153	22	0	1	153	1	153	3e-75	 266
MYG_SHEEP	MYG_OCHPR	84.97	153	23	0	1	153	1	153	3e-75	 266
MYG_SHEEP	MYG_CALJA	85.62	153	22	0	1	153	1	153	5e-75	 265
MYG_SHEEP	MYG_CTEGU	84.97	153	23	0	1	153	1	153	8e-75	 265
MYG_SHEEP	MYG_PONPY	84.31	153	24	0	1	153	1	153	9e-75	 265
MYG_SHEEP	MYG_BALPH	84.21	152	24	0	2	153	2	153	1e-74	 264
MYG_SHEEP	MYG_ROUAE	84.31	153	24	0	1	153	1	153	1e-74	 264
MYG_SHEEP	MYG_ELEMA	83.01	153	26	0	1	153	1	153	2e-74	 264
MYG_SHEEP	MYG_ONDZI	82.35	153	27	0	1	153	1	153	2e-74	 263
MYG_SHEEP	MYG_ZIPCA	83.01	153	26	0	1	153	1	153	2e-74	 263
MYG_SHEEP	MYG_ORYAF	83.01	153	26	0	1	153	1	153	4e-74	 262
MYG_SHEEP	MYG_SAISC	84.31	153	24	0	1	153	1	153	4e-74	 262
MYG_SHEEP	MYG_LAGLA	84.97	153	23	0	1	153	1	153	6e-74	 262
MYG_SHEEP	MYG_SPAEH	83.01	153	26	0	1	153	1	153	7e-74	 261
MYG_SHEEP	MYG_CASFI	83.01	153	26	0	1	153	1	153	9e-74	 261
MYG_SHEEP	MYG_LAGMA	83.01	153	26	0	1	153	1	153	2e-73	 260
MYG_SHEEP	MYG_PROGU	83.01	153	26	0	1	153	1	153	2e-73	 260
MYG_SHEEP	1MBD	82.24	152	27	0	2	153	2	153	3e-73	 259
MYG_SHEEP	MYG_ZALCA	82.35	153	27	0	1	153	1	153	4e-73	 259
MYG_SHEEP	MYG_KOGSI	81.58	152	28	0	2	153	2	153	5e-73	 259
MYG_SHEEP	MYG_DIDMA	82.35	153	27	0	1	153	1	153	2e-72	 257
MYG_SHEEP	MYG_CANFA	82.35	153	27	0	1	153	1	153	4e-72	 256
MYG_SHEEP	MYG_MACRU	81.05	153	29	0	1	153	1	153	2e-70	 250
MYG_SHEEP	MYG_TACAC	78.43	153	33	0	1	153	1	153	4e-69	 246
MYG_SHEEP	MYG_MOUSE	79.08	153	32	0	1	153	1	153	8e-69	 245
MYG_SHEEP	MYG_ORNAN	79.08	153	32	0	1	153	1	153	1e-68	 244
MYG_SHEEP	MYG_CHICK	71.90	153	43	0	1	153	1	153	6e-63	 225
MYG_SHEEP	MYG_APTFO	70.59	153	44	1	1	153	1	152	7e-62	 222
MYG_SHEEP	MYG_VARVA	67.97	153	49	0	1	153	1	153	7e-61	 218
MYG_SHEEP	MYG_GRAGE	67.97	153	49	0	1	153	1	153	1e-59	 214
MYG_SHEEP	1LHS	67.32	153	50	0	1	153	1	153	6e-59	 212
MYG_SHEEP	MYG_ALLMI	63.16	152	56	0	2	153	2	153	9e-56	 201
MYG_BOVIN	MYG_BOVIN	100.00	153	0	0	1	153	1	153	2e-87	 306
MYG_BOVIN	MYG_SHEEP	97.39	153	4	0	1	153	1	153	2e-85	 300
MYG_BOVIN	MYG_HORSE	88.24	153	18	0	1	153	1	153	2e-78	 276
MYG_BOVIN	MYG_INIGE	88.24	153	18	0	1	153	1	153	4e-78	 276
MYG_BOVIN	MYG_TUPGL	88.24	153	18	0	1	153	1	153	9e-78	 275
